Person,About,Page url,Picture url
Vladimir Putin,"“Behave or else,” say leaders of the world’s most powerful countries—and Vladimir Putin continues to choose “else.” He does it in ways that strengthen his hold on a nation increasingly under stress. The Russian President is significant in any year, because no one in the world has amassed greater political authority in a country so important to international politics and the global economy. Putin’s place on this year’s list comes thanks to his gravity-defying ability to confront the West in ways that boost his popularity in a country suffering through an economic meltdown for which his own policies are largely responsible. No leader arouses more fascination around the world, because his actions speak a language of defiance that so many of his people want to hear, lifting him to levels of popularity that other leaders can only envy. How long can he remain aloft? Don’t bet against him quite yet.Bremmer, TIME’s foreign-affairs columnist, is the president of Eurasia Group, a political-risk consultancy",http://time.com/3822627/vladimir-putin-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/vladimir-putin-time-100-2015-leaders.jpg?quality=75&strip=color&w=814
Obiageli Ezekwesili,"Like northern Uganda, where I live, northern Nigeria is very isolated. For many years, the women who were abducted from our region remained invisible. So although I have not met Obiageli Ezekwesili, I know the #BringBackOurGirls campaign that she championed is very important. It would have taken a long time to raise awareness about the girls taken by Boko Haram without her using her platform as a former Minister of Education.We need to remember that these girls are undergoing psychological and maybe physical torture. So I love that the campaign says, “Bring back our girls,” and not “Bring back my child.” Everybody is in unison with the parents and the relatives. Everyone is feeling their pain. Everyone will be ready to embrace the girls and offer them care and compassion if they are rescued or manage to escape.It has been a year, and the girls haven’t been rescued, but she has made a difference by speaking about it. Not just speaking but shouting. I know some people will say she is too loudmouthed. The loud mouth is needed. People hear it.Nyirumbe runs St. Monica Girls’ Tailoring Centre, a school for former captives of the Lord’s Resistance Army and disadvantaged women in Gulu, Uganda",http://time.com/3822633/obiageli-ezekwesili-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/obiageli-ezekwesili-time-100-2015-leaders.jpg?quality=75&strip=color&w=1100
Elizabeth Warren,"It was always going to take a special kind of leader to pick up Ted Kennedy’s mantle as senior Senator from Massachusetts—champion of working families and scourge of special interests. Elizabeth Warren never lets us forget that the work of taming Wall Street’s irresponsible risk taking and reforming our financial system is far from finished. And she never hesitates to hold powerful people’s feet to the fire: bankers, lobbyists, senior government officials and, yes, even presidential aspirants.Elizabeth Warren’s journey from janitor’s daughter to Harvard professor to public watchdog to U.S. Senator has been driven by an unflagging determination to level the playing field for hardworking American families like the one she grew up with in Oklahoma. She fights so hard for others to share in the American Dream because she lived it herself.Clinton is a former U.S. Secretary of State and a 2016 presidential candidate",http://time.com/3823064/elizabeth-warren-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/elizabeth-warren-time-100-2015-leaders.jpg?quality=75&strip=color&w=1100
Haider Al-Abadi,"Last summer, Iraq faced an uncertain and frightening future. Threatened by ruthless and senseless terrorism, the country was in desperate need of a leader to unite its divided communities. And it found one.In just seven months Prime Minister Haider al-Abadi has put in place a genuinely inclusive government, filled all Cabinet positions for the first time in six years and shown his deep commitment to fighting ISIL [or ISIS] and building a stronger, more united Iraq.He is a driven, charismatic and pragmatic man, a Baghdad-trained engineer with a doctorate earned in Manchester, England. This has shone through in the ambitious work his government is pursuing. Great progress has already been made to repair regional relations, tackle corruption and instigate political, security and economic reform. He has one of the world’s most challenging roles. He is the right man for it.Cameron is the Prime Minister of the United Kingdom",http://time.com/3823068/haider-al-abadi-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/haider-al-abadi-time-100-2015-leaders.jpg?quality=75&strip=color&w=1100
Joko Widodo,"Since his election last year as President of Indonesia, Joko Widodo has brought youthful energy and a popular touch to his large and diverse nation, the world’s fourth most populous and home to the largest Muslim population of any country. President Widodo, popularly known as Jokowi, rose from humble origins to become a prosperous entrepreneur, the first Indonesian President ever to do so. He has been an accomplished mayor of Solo, his hometown, and of Jakarta, one of the world’s great megacities. I was particularly impressed when he stood up to Muslim extremists who objected to his appointing a Christian woman as a district chief in Jakarta in 2013. That commitment to Indonesia’s tradition of religious diversity makes Widodo’s success vital not only for Indonesia but also for a world that needs the example of a successful Muslim-majority democracy. But he will need all his popularity and more to overcome the entrenched interests in Indonesia that resist change.Wolfowitz is a former president of the World Bank and former U.S. ambassador to Indonesia",http://time.com/3823070/joko-widodo-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/joko-widodo-time-100-2015-leaders.jpg?quality=75&strip=color&w=814
King Salman bin Abdulaziz Al Saud,"Few heads of state have the history and tradition of statesmanship that His Majesty the Custodian of the Two Holy Mosques King Salman holds today.King Salman carries with him the best traditions of leadership and stands uniquely qualified to lead the Kingdom of Saudi Arabia toward the future. His Majesty has worked, since an early age, alongside most of the Kings of Saudi Arabia in building his country, and is personally credited with building its capital, Riyadh, into a modern global city.King Salman’s dedication to the service and defense of our faith is something he holds at the heart of his duties toward the Muslim nation. Today this man of principle brings his vast experience and deep wisdom, at a critical point in history, to chart the course forward, not only for the Kingdom of Saudi Arabia and its people but also for our region and the world.Abdullah II ibn Al Hussein is King of the Hashemite Kingdom of Jordan",http://time.com/3823845/king-salman-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/salman-bin-abdulaziz-al-saud-time-100-2015-leaders.jpg?quality=75&strip=color&w=1100
Xi Jinping,"Two years ago I wrote that Xi Jinping would be China’s most powerful leader since Deng Xiaoping. Now it seems he is likely to be China’s most powerful leader since Mao. Xi has a clear vision: rebuild the Communist Party’s legitimacy and ensure its longevity through his anticorruption campaign, while using that power to drive a Chinese “renaissance” through a second wave of market reforms. Xi has vast experience in the practical business of administration, having already run two major provinces and the city of Shanghai. As the proud son of a revolutionary leader, Politburo member and survivor of the Cultural Revolution, Xi has acquired through his own experience the political skills needed to negotiate internal party politics. Will he succeed? The obstacles are formidable, but so is Xi’s self-confidence and his driving sense of national mission. His success matters for his nation and the world. China will be the dominant economic power in Asia, and it will seek to translate that power, through an activist foreign policy, into geopolitical influence and a new global order.Rudd is a former Prime Minister of Australia",http://time.com/3823847/xi-jinping-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/xi-jinping-time-100-2015-leaders.jpg?quality=75&strip=color&w=1100
Jeb Bush,"Call him Jeb, please. Because his last name is, well, complicated. John Ellis Bush has been busy this spring working boardrooms for cash and backyard patios for grassroots support while introducing himself to voters across the country. The buttoned-up former governor of Florida hopes to attract a new, more diverse generation of voters to a party that has lost the popular vote in five of the past six presidential elections.In Tallahassee, Bush developed a reputation as one of the most conservative governors in the country, leading the charge on education reform, pro-life legislation and tax cuts. Now he’s looking to follow his father and brother to the White House on a platform of reaffirming the “right to rise” into the middle class. His administration was among the most tech-forward of his era, and the prolifically emailing pol is plotting to embrace new tools to engage voters in a conversation.His course is clear, but his path is hardly unobstructed. And so Bush is hiring staff and raising money as he looks to run a “joyful” campaign in a crowded field. It is his first race in 13 years. His fundraising network and his name will take him far; whether it can take him the distance is far from clear. For now, however, he is the Republican to watch.Miller is a correspondent in TIME’s Washington bureau",http://time.com/3823844/jeb-bush-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/jeb-bush-time-100-2015-leaders.jpg?quality=75&strip=color&w=1100
Tom Frieden,"Hiring Tom Frieden was one of the best decisions I’ve ever made—and one of the best decisions President Obama has made. Tom has the single most important quality that you want in a public servant: fearlessness. He is unafraid of big ideas, powerful interest groups or impossible challenges, and that’s why he has become the most influential leader in American public health since C. Everett Koop. In New York City, Tom spearheaded our push to ban smoking in bars and restaurants, which has been copied around the world. He led our efforts to ban trans fats and place calorie counts on the menus of chain restaurants, an idea that Congress later brought to the whole country. And as the head of the Centers for Disease Control, he helped keep the country safe from last year’s Ebola outbreak while also tamping down the political hysteria surrounding the issue. Tom has spent his career finding new ways to save lives, and we are lucky to have him in public service.Bloomberg is the CEO of Bloomberg LP and a former New York City mayor",http://time.com/3823245/tom-frieden-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/tom-frieden-time-100-2015-leaders.jpg?quality=75&strip=color&w=1100
Samantha Power,"Samantha Power first appeared in the TIME 100 in 2004, after writing a book that chronicled the most regrettable experience of my diplomatic career as U.S. ambassador to the U.N.—the failure to stop the Rwandan genocide. A brilliant journalist and human-rights advocate, she was rightfully hailed as the “new conscience of the U.S. foreign policy establishment.” But she was still in many ways an outsider, inexperienced in the realities of national-security decisionmaking.More than 10 years later, Power is an insider, but she has retained her moral vision. As America’s U.N. ambassador, she has been a powerful friend to the displaced and downtrodden and a foe of dictators and despots. She has seen how hard it is to compel the world to act, but she has never stopped defending the values America holds dear. I once regarded Samantha Power as a critic. Now I am proud to call her a friend.Albright is a former U.S. Secretary of State",http://time.com/3823250/samantha-power-2015-time-100/,None
Raúl Castro,"“You see me as I am now, happy and free,” a long-haired, 27-year-old Raúl Castro told a LIFE journalist in 1958, as the two bumped along mud roads in an open jeep. “But when I meet the United States consul, I will be very serious indeed.” LIFE was in Cuban rebel territory in the wake of Raúl’s bold kidnapping of 47 Americans, whose release he was about to negotiate in exchange for his own set of demands. The negotiations worked, and the event was a public relations coup for the rebel cause: the charmed “hostages” heartily embraced their captors as they were let go.Until he shook hands with President Obama, first at the 2013 funeral of Nelson Mandela, then at the Summit of the Americas in Panama City this April, that 1958 meeting in the mountains of Oriente province was very probably the last time Raúl Castro had spoken with a U.S. official. Rumor has it that Fidel disapproved of Raúl’s kidnapping stunt but could do nothing about it. Now that Fidel has transitioned to something like a Cuban Jimmy Carter, preoccupied with nuclear proliferation and climate change, Raúl has taken groundbreaking steps toward normalizing relations with the U.S. Those changes have prefigured Obama’s late-date but also significant efforts, which we can hope will finally end the insulting, cruel and utterly failed 50-year U.S. embargo against the island.Raúl, I wager, will insist that the U.S. respect Cuba’s right to sustain some form of socialism and protect its main achievements, such as education and universal health care. But the real question is, can Cuba manage to do so, despite the destabilizing influx of foreign capital that will be sure to follow this historic rapprochement.Kushner is the author of Telex From Cuba and The ­Flamethrowers",http://time.com/3823257/raul-castro-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/raul-castro-time-100-2015-leaders.jpg?quality=75&strip=color&w=1100
Kim Jong Un,"Three years have passed since the succession of Kim Jong Un. His father was a repressor who let millions die of starvation. Kim’s educational background abroad, including studies in Switzerland, raised hopes that he might open North Korea.Those hopes have gone unfulfilled. Kim Jong Un showed his international influences by mobilizing military forces to build the Masikryung ski resort in North Korea in part to fulfill his wish to live close to the Alps. The “progress” he has brought to the country is reflected by the construction of a massive water park that continues to operate despite power cuts to homes in Pyongyang. Supermarkets, Internet shopping, Italian restaurants, European beers and coffee shops are the luxuries he has made available for a tiny privileged class. The rest of the starving population is left neglected.It turns out there are only small differences between Kim Jong Un and his father. The son does not share his father’s reported fear of airplanes; he has publicized his wife in the media and has made internal party matters—like the execution of his uncle Jang Sung Taek—completely public. Most of Jang’s supporters have been purged, sent to political prison camps or executed.Kim Jong Un might show some degree of modernity, but the system of totalitarian repression and leader worship remains unchanged. However, North Koreans have ceased to chant his name with their sincere hearts, and Kim’s allies are slowly backing away from him. The future of the son seems uncertain.Kang is a North Korean defector and executive director of the North Korea Strategy Center",http://time.com/3823848/kim-jong-un-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/kim-jong-un-time-100-2015-leaders.jpg?quality=75&strip=color&w=1100
Abubakar Shekau,"Most Americans do not yet recognize his name, but the citizens of Nigeria, Africa’s most populous country, know Abubakar Shekau all too well: he is the most violent killer their country has ever seen. Shekau took over the terrorist organization Boko Haram in 2009 after the group had been weakened by Nigerian government forces.Shekau, who is believed to be in his 30s, began to stage increasingly daring kidnapping and killing raids on schools, churches and mosques thought by Boko Haram to be violating their interpretation of Islam. The taking of over 200 schoolgirls in April 2014 brought Boko Haram into the international spotlight.By most accounts, Boko Haram has killed more than 10,000 people and is spreading into neighboring countries. Shekau’s latest action may finally summon a U.S. response: he has publicly aligned his group with ISIS, the terrorist group that holds territory in Syria and Iraq and has expanded its reach into Yemen and Libya.Ham served as chief of U.S. Africa Command from 2011 to 2013",http://time.com/3823849/abubakar-shekau-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/abubakar-shekau-time-100-2015-leaders-illustration.jpg?quality=75&strip=color&w=814
Benjamin Netanyahu,"I knew Bibi, decades ago, as a soldier and young officer under my command facing real fire. He was determined, effective and focused. Character does not change. Chickensh-t he is not. But over time, while thoughtful and an avid reader of history, he developed a mind-set at once pessimistic, passive and anxious. Benjamin Netanyahu seems to avoid any initiative. Some say it’s all about surviving in power. I think he is more complex and nuanced.Netanyahu was just elected, for the fourth time, to lead Israel. I personally know it’s not trivial to win office, simple to govern or easy to leave a positive imprint on history. Netanyahu is basically right about Iran and our risky neighborhood. But he can fail to seize opportunities, and on the Palestinian question he grossly ignores the slippery slope awaiting Israel in the form of a one-state solution.To leave his mark Netanyahu must swiftly heal wounds opened by his campaign, mend the working relationship with President Obama, fight hard—mainly behind closed doors—for a tougher policy, and even, if needed, an attack against Iran and boldly engage the region’s moderates against terror, radicalism and Iranian hegemony. Daring actions are needed. Not just words.Barak, a former Prime Minister, was Netanyahu’s Defense Minister from 2009 to 2013",http://time.com/3822851/benjamin-netanyahu-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/benjamin-netanyahu-time-100-2015-leaders.jpg?quality=75&strip=color&w=814
Hillary Clinton,"Hillary Clinton is not familiar. She is revolutionary. Not radical, but revolutionary: the distinction is crucial. She is one of America’s greatest modern creations. Her decades in our public life must not blind us to the fact that she represents new realities and possibilities. Indeed, those same decades have conferred upon her what newness usually lacks: judgment, and even wisdom.Women who advocate for other women are often pigeonholed and pushed to the margins. That hasn’t happened to Hillary, because when she’s standing up for the rights of women and girls, she is speaking not only of gender but also of justice and liberty.As Hillary has always made clear, these values are universal, and fulfilling them is a practical and moral pursuit. She is a realist with a conscience and an idealist who is comfortable with the exercise of power.This helps explain why she has been so effective, even in this golden age of polarization. Hillary knows how to draw opponents out of their fighting corners and forge solutions on common ground. She practices the politics of reconciliation and reason. Which, not coincidentally, is also the politics of progress.It matters, of course, that Hillary is a woman. But what matters more is what kind of woman she is.Powell Jobs is the founder and chair of Emerson Collective",http://time.com/3823194/hillary-clinton-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/hillary-clinton-time-100-2015-leaders.jpg?quality=75&strip=color&w=1100
Martin Dempsey,"General Martin Dempsey is truly a Renaissance man: an English major who is as comfortable singing Irish ballads as he is devising counterterrorism strategies or dealing with the mess left by sequestration. Dempsey’s time as Chairman of the U.S. Joint Chiefs of Staff has been dominated by trips to the Hill to educate those who refuse to learn prior-war lessons.Since graduating from West Point, he has faced traditional fights against the Soviet Union and nontraditional fights against al-Qaeda, Boko Haram and ISIS. His mastery of the kinetic battlefields of the past and today’s counterterrorism strategies makes him a war-weary President’s most trusted military adviser. His cavalryman’s lineage makes him the first post-Goldwater-Nichols Chairman to embody the true tenets of today’s joint warfare. And his ability to sing 162 Irish ballads from memory would make you wish you’d been coached by his grandmother.Chiarelli retired as U.S. Army vice chief of staff in 2012",http://time.com/3823200/martin-dempsey-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/martin-dempsey-time-100-2015-leaders.jpg?quality=75&strip=color&w=1100
Beji Caid Essebsi,"Tunisia, the birthplace of the Arab Spring, is now the only remaining hope for a genuine Arab democracy. It is plagued by economic challenges, deteriorating security and a crumbling Libya on its southeastern border. The election in December of Beji Caid Essebsi, leader of the secular Nidaa Tounes party, was a watershed moment. His victory marked Tunisia’s first free presidential election.But since taking office, Essebsi has had to deal with the deadliest terrorist attack in the country’s history, an assault on the Bardo National Museum in March. Now the government has drafted new counterterrorism legislation that gives more power to the state but that human-rights activists warn could roll back individual liberties. It will be up to Essebsi to ensure Tunisia defeats terrorism without compromising the promises of its revolution.Mohyeldin is a foreign correspondent for NBC News",http://time.com/3823201/beji-caid-essebsi-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/beji-caid-essebsi-time-100-2015-leaders.jpg?quality=75&strip=color&w=1100
Adam Silver,"Running the National Basketball Association is like fulfilling that famous curse: “May you live in interesting times.” Since becoming commissioner on Feb. 1, 2014, Adam Silver’s interesting times have included Donald Sterling’s racist rant, Bruce Levenson’s mea culpa, drug-related suspensions of players, salary-cap debates and player-lockout rumors. And he’s handled all these potentially divisive issues with openness, fairness and integrity.Most basketball insiders will probably point to Adam’s negotiation of the NBA’s nine-year, $24 billion TV deal as his greatest accomplishment. I don’t agree. While it’s true that Adam has his eyes on the financial prize, it’s even more important that the NBA proves itself worthy of all the money, not just through offering the highest level of athleticism on the court but also by providing the highest level of professionalism off of it. For Adam, just as important as giving the fans great games is giving them great role models. Achieving that goal would be his greatest legacy.Abdul-Jabbar, a TIME columnist, is a six-time NBA champion",http://time.com/3823281/adam-silver-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/adam-silver-time-100-2015-leaders.jpg?quality=75&strip=color&w=1100
Lu Wei,"In a system short on transparency, China’s new cyberspace administration boss, Lu Wei, is uncharacteristically outspoken. As China aspires to become a global cyberpower, Lu could hold the keys to its future, determining whether there will be sufficient oxygen for the 21st century. Almost half of China’s 1.4 billion population is online. The U.S. is banking on penetrating the Chinese online market, but the post-Snowden world has meant restricted access. Lu is imposing tougher Internet regulations because of social-stability concerns, which means a new generation of Chinese tech entrepreneurs may find themselves in a culture clash. Lu’s choices will either provide greater access to online freedom or further suppress the natural curiosity that thrives beneath the surface in China. Whatever he does, the gregarious former propaganda chief is certain to affect the lives of billions.Huntsman is a former governor of Utah and former U.S. ambassador to China",http://time.com/3823285/lu-wei-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/lu-wei-time-100-2015-leaders.jpg?quality=75&strip=color&w=1100
Marine Le Pen,"Just under a year ago, France’s Marine Le Pen told TIME her far-right National Front Party would be in power within a decade. That’s a nightmarish prospect for millions who regard her France-for-the-French message as mere jingoism—and it seemed like a stretch.Her prediction, however, no longer seems preposterous. Le Pen has spun gold from voter exasperation, mixing charm and ambition to rack up wins in European Parliament and local elections with an anti-Europe, anti-immigration campaign. That’s made her Europe’s leading right-winger, giving like-minded politicians across the continent a dose of electability. And this month she finally split from her father, National Front founder Jean-Marie Le Pen, over his noxious anti-Semitism.Le Pen has strong allure for many French, who have hit the wall with asphyxiating political elitism and near zero growth. To stop her race for the Élysée Palace in its tracks, France’s lackluster leaders will need to overhaul their ineffectual, gutless style and mount a more appealing revolution of their own.Walt writes for TIME from Paris",http://time.com/3823288/marine-le-pen-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/marine-le-pen-time-100-2015-leaders.jpg?quality=75&strip=color&w=1100
Barack Obama,"The morning of Nov. 5, 2014, was undoubtedly the gloomiest of Barack Obama’s presidency. His party had just been clobbered in the congressional elections—and it was widely perceived as a personal repudiation. Democratic candidates had run away from the President and his policies. He was seen as toxic on the trail and a spent force in Washington. The term lame duck didn’t begin to cover it: he was an oil-slick duck, paralyzed and defeated by a complicated world and an unrelenting opposition.Except he wasn’t. The raw facts of the matter said he wasn’t defeated. The economy was growing nicely; hundreds of thousands of jobs were being created each month. Obamacare was a success, despite the robotic Chicken Little predictions of his opponents. And he refused to act as if he had been defeated: he made some of the most serious history of his presidency, producing a framework for a nuclear nonproliferation deal with Iran and starting the path to normalizing relations with Cuba. A difficult world still loomed, and his presidency was far from perfect. But Barack Obama has proved that even after a lacerating defeat, the President of the United States is always, potentially, the most influential person in the world.Klein is TIME’s political columnist",http://time.com/3823210/barack-obama-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/barack-obama-time-100-2015-leaders.jpg?quality=75&strip=color&w=1100
Mitch McConnell,"Mitch McConnell’s mind is a marvelous machine. He sees the whole field, instantly assessing opportunities and perils.He is famous for his dignified reserve on Capitol Hill, but my friend is happiest tailgating at a University of Louisville football game with Elaine, his wife of 22 years, and friends from his own college days.He is often praised for his mastery of Senate rules, his crafty procedural maneuvers and his knowledge of the Senators in his caucus.But to focus solely on those things is to miss the larger point: that knowledge, and the whole calculating power of Mitch’s mind, is in service of a higher goal.He loves America and our Constitution. He shares Ronald Reagan’s vision of our country as a special place, blessed by God—a “shining city on a hill”—and he works every single day, step by step, to get us closer to realizing that vision.Boehner is the Speaker of the U.S. House of Representatives",http://time.com/3822824/mitch-mcconnell-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/mitch-mcconnell-time-100-2015-leaders.jpg?quality=75&strip=color&w=814
Mohammad Javad Zarif,"Mohammad Javad Zarif is the happy face of Iran’s stern revolution. I’ve known him three decades, as he helped end the Iran-Iraq War, free American hostages in Lebanon and broker a new Afghan government after the Taliban’s defeat. Now, as Foreign Minister, he’s the pivot in nuclear diplomacy. For 18 months, the world’s six major powers have courted him as they have no other foreign official. The goal is to formalize the blueprint of a nuclear deal by June 30. Educated at two American universities, Zarif is well qualified to reconcile the revolutionaries and the world. As Iran’s ambassador to the U.N., he engaged many in Congress. In March, an Iranian poll picked Zarif as man of the year. When he returned from the talks, he was mobbed. After a deal, Zarif would be the natural go-to guy for broader détente with the world too.Wright is a joint fellow at the U.S. Institute of Peace and the Woodrow Wilson Center",http://time.com/3822829/mohammad-javad-zarif-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/mohammad-javad-zarif-time-100-2015-leaders.jpg?quality=75&strip=color&w=1100
Joanne Liu,"As president of Doctors Without Borders/Médecins Sans Frontières (MSF), Dr. Joanne Liu and her organization have been on the front lines of the world’s first Ebola epidemic.Liu repeatedly got it right, and MSF was at the right places at the right times. In this case, that meant where help was most needed. MSF was right when it sounded the alarm about the unprecedented spread of Ebola. And it was right in sounding the alarm for increased global action. Under incredibly difficult circumstances, Liu was focused and flexible. Most important, she charged—and continues to charge—the world to better respond to crises.For me and for CDC’s more than 800 experts who have worked in Liberia, Sierra Leone and Guinea over the past year, it has been a privilege to work alongside Liu and her colleagues. Together with the people of these countries, we can get West Africa to zero cases of Ebola—and keep it at zero.Dr. Frieden is the director of the U.S. Centers for Disease Control and Prevention (CDC)",http://time.com/3822834/joanne-liu-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/joanne-liu-time-100-2015-leaders.jpg?quality=75&strip=color&w=814
Ruth Bader Ginsburg,"Ruth Bader Ginsburg has had two distinguished legal careers, either one of which would alone entitle her to be one of TIME’s 100. When she was a law professor at Rutgers and later Columbia, she became the leading (and very successful) litigator on behalf of women’s rights—the Thurgood Marshall of that cause, so to speak. President Carter appointed her to a seat on the U.S. Court of Appeals for the District of Columbia Circuit in 1980, and President Clinton to a seat on the Supreme Court in 1993.Having had the good fortune to serve beside her on both courts, I can attest that her opinions are always thoroughly considered, always carefully crafted and almost always correct (which is to say we sometimes disagree). That much is apparent for all to see.What only her colleagues know is that her suggestions improve the opinions the rest of us write, and that she is a source of collegiality and good judgment in all our work.Justice Scalia is the longest-serving member currently on the Supreme CourtPick up the TIME 100 issue on newsstands, or click here to buy it online.",http://time.com/3823889/ruth-bader-ginsburg-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/ruth-bader-ginsburg-time-100-2015-icons.jpg?quality=75&strip=color&w=814
Taylor Swift,"Taylor Swift: megawatt talent, an extraordinary spirit, an impossibly charming blend of impishness, poise and radiance to spare. All of it combines to rock me back on my heels every time I see her. Both literally and figuratively, she’s a woman who writes her own songs. That makes for music that’s personal, of the moment and impossible to resist.I’m amazed at how much earned wisdom Taylor threads into her work. She seems tuned in to the greater good, and she embraces—thoughtfully and authentically—the chance to contribute to the world. I’m always trying to find the best words to talk to my kids (and myself) about growing up, but you can’t top her beautifully articulated advice. The haters are gonna hate, but, well, shake it off. She illuminates our inner music that lets us dance to our own beat.Along with her staggering list of accomplishments, perhaps the most exciting thing about Taylor is that she’s just getting started with what she plans to mine from her fierce, curious, boundlessly talented and beautiful heart.Also, it doesn’t hurt that she named her cat after me.Hargitay, an actor and activist, stars as Olivia Benson on Law & Order: SVU",http://time.com/3823888/taylor-swift-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/taylor-swift-time-100-2015-icons.jpg?quality=75&strip=color&w=1100
Diane von Furstenberg,"Fashion is seen as a tool for fantasy, but Diane von Furstenberg used it to show us that we can transform our reality.Diane’s life is certainly fantastic—the stuff of fairy tales, magazine covers and Warhol portraits. But let’s not forget: she made her own destiny. She is, and has proudly been, a working woman and mother. That must be why her signature wrap dress is made for modern life. It’s built for speed, sophistication and simplicity. And it doesn’t deny a woman’s femininity—it celebrates it. Just like the designer herself.As an entrepreneur and philanthropist, Diane understands that changing the way women see themselves can also change the world. With the DVF Awards and the Diller–von Furstenberg Family Foundation, she acknowledges the extraordinary strength that women use to shape their communities for the better every day, everywhere across the globe. Her constant inspiration reminds us that nothing looks better on a woman than the clarity, courage and conviction of vision.Alba is an actor, best-selling author and co-founder of the Honest Co.",http://time.com/3822877/diane-von-furstenberg-2015-time-100/,None
Gabriel Medina,"When Gabriel Medina won Brazil’s first surfing world title last year, he did more than become the second youngest champion ever. He showed that his ascendant nation was now a serious player in a sport that is taking off around the world. From 2001 to 2011, the total number of surfers jumped 35%, to some 35 million, and the sport is projected to become a $13.2 billion global industry by 2017.That rise mirrors Brazil’s own. South America’s leading economic power has long used athletics to broadcast its ambition. After hosting the 2014 World Cup, Rio will stage the 2016 Summer Olympics. And now a nation used to its soccer players’ being among the world’s best has a new phenom to cheer. By shaking up a sport typically dominated by Americans and Australians, Medina has become an icon in Brazil and is inspiring a new generation to make some waves.Gregory is a TIME senior writer covering sports and culture",http://time.com/3823170/gabriel-medina-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/gabriel-medina-time-100-2015-icons.jpg?quality=75&strip=color&w=1100
Haruki Murakami,"I’m glad that Murakami-san has been selected as one of the 100 most influential people in the world by TIME. He deserves the honor. He is a writer of great imagination and human sympathy, one who has enthralled millions of readers by building fictional worlds that are uniquely his. Murakami-san has a singular vision, as informed by pop culture as it is by deep channels of Japanese tradition. And he’s a Japanese writer—while Murakami-san spends much of his time in the U.S. and has earned acclaim internationally, he and his books are very much a product of Japan. In recent years, as the government in Japan has become more conservative, Murakami-san has become a valuable voice for peace.Ono is a multimedia artist known for her groundbreaking conceptual and performance pieces, experimental films and music",http://time.com/3823189/haruki-murakami-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/haruki-murakami-time-100-2015-icons1.jpg?quality=75&strip=color&w=814
Björk,"In 2010, when the volcano named Eyjafjallajokull exploded in Iceland, Björk sent me an email: “I’m so proud to tell you that our baby volcano is just born—it’s so beautiful!”Around the world, airplanes were being grounded because nobody could fly over Iceland. Everybody else was fearing nature, but Björk was worshipping it because she needs nature to breathe, like an Icelandic high priestess.As an artist, she’s always on the edge of everything, but it’s not trendy because even when she is working with the latest technology, fashion, images or sounds, she is always offering her own, deeply personal world. If you are really true to yourself and really follow your intuition in the most rigorous way, there is a moment that becomes universal, that reaches everybody. That’s the real magic of Björk—she teaches us the courage to be ourselves.Abramovic is a Serbian artist based in New York",http://time.com/3823157/bjork-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/bjork-time-100-2015-icons.jpg?quality=75&strip=color&w=1100
